Mod:Item:MetaData, Localized Name
enderio:block_combustion_generator, Combustion Generator
enderio:block_enhanced_combustion_generator, Enhanced Combustion Generator
enderio:block_simple_stirling_generator, Simple Stirling Generator
enderio:block_stirling_generator, Stirling Generator
enderio:block_zombie_generator, Zombie Generator
enderio:block_franken_zombie_generator, Frank'n'Zombie Generator
enderio:block_ender_generator, Ender Generator
enderio:block_lava_generator, Lava Heat Exchanger
enderio:block_killer_joe, Killer Joe
enderio:block_electric_light:0, Electric Light
enderio:block_electric_light:1, Electric Light (Inverted)
enderio:block_electric_light:2, Light
enderio:block_electric_light:3, Light (Inverted)
enderio:block_electric_light:4, Wireless Light
enderio:block_electric_light:5, Wireless Light (Inverted)
enderio:block_aversion_obelisk, Aversion Obelisk
enderio:block_experience_obelisk, Experience Obelisk
enderio:block_reservoir, Endervoir
enderio:block_omni_reservoir, Omnivoir
enderio:block_simple_sag_mill, Simple SAG Mill
enderio:block_sag_mill, SAG Mill
enderio:block_enhanced_sag_mill, Enhanced SAG Mill
enderio:block_slice_and_splice, Slice'N'Splice
enderio:block_solar_panel:0, Simple Photovoltaic Cell
enderio:block_solar_panel:1, Photovoltaic Cell
enderio:block_solar_panel:2, Advanced Photovoltaic Cell
enderio:block_solar_panel:3, Vibrant Photovoltaic Cell
enderio:block_solar_panel:4, Crystalline Photovoltaic Cell
enderio:block_solar_panel:5, Melodic Photovoltaic Cell
enderio:block_solar_panel:6, Stellar Photovoltaic Cell
enderio:block_soul_binder, Soul Binder
enderio:block_powered_spawner, Powered Spawner
enderio:block_vat, The Vat
enderio:block_enhanced_vat, The Enhanced Vat
enderio:block_simple_wired_charger, Simple Wired Charger
enderio:block_wired_charger, Wired Charger
enderio:block_enhanced_wired_charger, Enhanced Wired Charger
enderio:block_wireless_charger, Wireless Charger
enderio:block_normal_wireless_charger, Wireless Charging Antenna
enderio:block_enhanced_wireless_charger, Enhanced Wireless Charging Antenna
enderio:block_wireless_charger_extension, Wireless Charging Antenna Extension
enderio:block_tank:0, Fluid Tank
enderio:block_tank:1, Pressurized Fluid Tank
enderio:block_transceiver, Dimensional Transceiver
enderio:block_vacuum_chest, Vacuum Chest
enderio:block_xp_vacuum, XP Vacuum
enderio:block_niard, The Niard
enderio:block_impulse_hopper, Impulse Hopper
enderio:block_simple_crafter, Simple Crafter
enderio:block_crafter, Crafter
enderio:block_creative_spawner, Creative Spawner
enderio:block_cap_bank:0, Creative Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:2, Energetic Capacitor Bank
enderio:block_cap_bank:2, Energetic Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_gauge, Energy Gauge
enderio:block_power_monitor, Power Monitor
enderio:block_advanced_power_monitor, Graphical Power Monitor
enderio:item_gas_conduit:0, Gas Conduit
enderio:item_gas_conduit:1, Pressurized Gas Conduit
enderio:item_gas_conduit:2, Ender Gas Conduit
gasconduits:item_gas_filter:0, Gas Filter
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
mekanism:electricbow, Electric Bow
mekanism:canteen, Canteen
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:dust:7, Uranium Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:ingot:7, Lead Ingot
mekanism:ingot:8, Uranium Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:nugget:7, Lead Nugget
mekanism:nugget:8, Ultimate Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:stonegeneratorupgrade, Stone Generator Upgrade
mekanism:threadupgrade, Thread Upgrade
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:cosmicalloy, Cosmic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, §aBasic Control Circuit
mekanism:controlcircuit:1, §4Advanced Control Circuit
mekanism:controlcircuit:2, §1Elite Control Circuit
mekanism:controlcircuit:3, §5Ultimate Control Circuit
mekanism:controlcircuit:4, §eCreative Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:clump:7, Uranium Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:dirtydust:7, Dirty Uranium Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:shard:7, Uranium Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:crystal:7, Uranium Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:substrate, Substrate
mekanism:biofuel, Bio Fuel
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, §aBasic Tier Installer
mekanism:tierinstaller:1, §4Advanced Tier Installer
mekanism:tierinstaller:2, §1Elite Tier Installer
mekanism:tierinstaller:3, §5Ultimate Tier Installer
mekanism:tierinstaller:4, §eCreative Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:otherdust:7, Fluorite
mekanism:otherdust:8, Charcoal Dust
mekanism:cosmicmatter, Cosmic Matter
mekanism:scrap, Scrap
mekanism:scrapbox, Scrap Box
mekanism:emptycrystals, Empty Crystals
mekanism:fluoriteclump, Fluorite
mekanism:plutoniumpellet, Plutonium Pellet
mekanism:antimatterpellet, Antimatter Pellet
mekanism:reprocessedfissilefragment, Reprocessed Fissile Fragment
mekanism:yellowcakeuranium, Yellow Cake Uranium
mekanism:poloniumpellet, Polonium Pellet
mekanism:armoredfreerunners, Armored Free Runners
mekanism:modulebase, Module Base
mekanism:mekasuit_helmet, MekaSuit Helmet
mekanism:mekasuit_bodyarmor, MekaSuit Bodyarmor
mekanism:mekasuit_pants, MekaSuit Pants
mekanism:mekasuit_boots, MekaSuit Boots
mekanism:module_energy_unit, Energy Unit
mekanism:module_magnetic_unit, Magnetic unit
mekanism:module_color_modulation_unit, Color Modulation Unit
mekanism:module_laser_dissipation_unit, Laser Dissipation Unit
mekanism:module_radiation_shielding_unit, Radiation Shielding Unit
mekanism:module_excavation_escalation_unit, Excavation Escalation Unit
mekanism:module_attack_amplification_unit, Attack Amplification Unit
mekanism:module_farming_unit, Farming Unit
mekanism:module_shearing_unit, Shearing Unit
mekanism:module_silk_touch_unit, Silk Touch Unit
mekanism:module_fortune_unit, Ore Refinement Unit
mekanism:module_blasting_unit, Blasting Unit
mekanism:module_vein_mining_unit, Vein Mining Unit
mekanism:module_electrolytic_breathing_unit, Electrolytic Breathing Unit
mekanism:module_inhalation_purification_unit, Inhalation Purification Unit
mekanism:module_vision_enhancement_unit, Vision Enhancement Unit
mekanism:module_nutritional_injection_unit, Nutritional Injection Unit
mekanism:module_dosimeter_unit, Dosimeter Unit
mekanism:module_geiger_unit, Geiger Unit
mekanism:module_jetpack_unit, Jetpack Unit
mekanism:module_charge_distribution_unit, Charge Distribution Unit
mekanism:module_gravitational_modulating_unit, Gravitational Modulating Unit
mekanism:module_gyroscopic_stabilization_unit, Gyroscopic Stabilization Unit
mekanism:module_hydrostatic_repulsor_unit, Hydrostatic Repulsor Unit
mekanism:module_locomotive_boosting_unit, Locomotive Boosting Unit
mekanism:module_motorized_servo_unit, Motorized Servo Unit
mekanism:module_hydraulic_propulsion_unit, Hydraulic Propulsion Unit
mekanism:module_magnetic_attraction_unit, Magnetic Attraction Unit
mekanism:module_frost_walker_unit, Frost Walker Unit
mekanism:meka_tool, Meka-Tool
mekanism:mekafishingrod, Meka Fishing Rod
mekanism:module_health_regeneration_unit, Health Regeneration Unit
mekanism:hdpe_pellet, HDPE Pellet
mekanism:hdpe_rod, HDPE Rod
mekanism:hdpe_sheet, HDPE Sheet
mekanism:hdpe_stick, PlaStick
mekanism:cardboard_helmet, Cardboard Helmet
mekanism:cardboard_chestplate, Cardboard Chestplate
mekanism:cardboard_leggings, Cardboard Leggings
mekanism:cardboard_boots, Cardboard Boots
mekanism:dosimeter, Dosimeter
mekanism:geiger_counter, Geiger Counter
mekanism:hazmat_mask, Hazmat Mask
mekanism:hazmat_gown, Hazmat Gown
mekanism:hazmat_pants, Hazmat Pants
mekanism:hazmat_boots, Hazmat Boots
mekanism:module_fishing_collecting_unit, Underwater Collection Module
mekanism:module_fishing_speed_unit, Bait Module
mekanism:module_fishing_intelligent_unit, Intelligent Fishing Module
mekanism:module_fishing_multiple_unit, Multiple Catching Module
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, §aBasic Bin
mekanism:basicblock:6, §4Advanced Bin
mekanism:basicblock:6, §1Elite Bin
mekanism:basicblock:6, §5Ultimate Bin
mekanism:basicblock:6, §eCreative Bin
mekanism:basicblock:7, tile.BasicBlock.Removed7.name
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Matrix Casing
mekanism:basicblock2:2, Induction Matrix Port
mekanism:basicblock2:3, Induction Matrix Basic Cell
mekanism:basicblock2:3, Induction Matrix Advanced Cell
mekanism:basicblock2:3, Induction Matrix Elite Cell
mekanism:basicblock2:3, Induction Matrix Ultimate Cell
mekanism:basicblock2:4, Induction Matrix Basic Provider
mekanism:basicblock2:4, Induction Matrix Advanced Provider
mekanism:basicblock2:4, Induction Matrix Elite Provider
mekanism:basicblock2:4, Induction Matrix Ultimate Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:basicblock2:10, Uranium Block
mekanism:basicblock2:11, Lead Block
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:oreblock:3, Fluorite Ore
mekanism:oreblock:4, Lead Ore
mekanism:oreblock:5, Uranium Ore
mekanism:energycube:0, §aBasic Energy Cube
mekanism:energycube:0, §aBasic Energy Cube
mekanism:energycube:0, §4Advanced Energy Cube
mekanism:energycube:0, §4Advanced Energy Cube
mekanism:energycube:0, §1Elite Energy Cube
mekanism:energycube:0, §1Elite Energy Cube
mekanism:energycube:0, §5Ultimate Energy Cube
mekanism:energycube:0, §5Ultimate Energy Cube
mekanism:energycube:0, §eCreative Energy Cube
mekanism:energycube:0, §eCreative Energy Cube
mekanism:transmitter:0, §aBasic Universal Cable
mekanism:transmitter:0, §4Advanced Universal Cable
mekanism:transmitter:0, §1Elite Universal Cable
mekanism:transmitter:0, §5Ultimate Universal Cable
mekanism:transmitter:1, §aBasic Mechanical Pipe
mekanism:transmitter:1, §4Advanced Mechanical Pipe
mekanism:transmitter:1, §1Elite Mechanical Pipe
mekanism:transmitter:1, §5Ultimate Mechanical Pipe
mekanism:transmitter:2, §aBasic Pressurized Tube
mekanism:transmitter:2, §4Advanced Pressurized Tube
mekanism:transmitter:2, §1Elite Pressurized Tube
mekanism:transmitter:2, §5Ultimate Pressurized Tube
mekanism:transmitter:3, §aBasic Logistical Transporter
mekanism:transmitter:3, §4Advanced Logistical Transporter
mekanism:transmitter:3, §1Elite Logistical Transporter
mekanism:transmitter:3, §5Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, §aBasic Thermodynamic Conductor
mekanism:transmitter:6, §4Advanced Thermodynamic Conductor
mekanism:transmitter:6, §1Elite Thermodynamic Conductor
mekanism:transmitter:6, §5Ultimate Thermodynamic Conductor
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, §aBasic Gas Tank
mekanism:gastank:0, §4Advanced Gas Tank
mekanism:gastank:0, §1Elite Gas Tank
mekanism:gastank:0, §5Ultimate Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:gastank:0, §eCreative Gas Tank
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
